id,Record URL,XML,Name,Title,Publication,Description,Summary,Subject,Image,Series
b20629734,http://www.catalog.slsa.sa.gov.au/record=b2062973,http://www.catalog.slsa.sa.gov.au/xrecord=b2062973,"State Library of South Australia, photographer","South Terrace, North Side",1980,photograph,"South Terrace, north side, 1 February 1980. Property lies between Vincent Street and St.John's Lane. South Terrace frontage is 166 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/38000/B37972.jpg,665
b20629746,http://www.catalog.slsa.sa.gov.au/record=b2062974,http://www.catalog.slsa.sa.gov.au/xrecord=b2062974,"State Library of South Australia, photographer","South Terrace, North Side",1980,photograph,"South Terrace, north side, 1 February 1980. Property lies between Vincent Street and St. John's Lane. South Terrace frontage: 166 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/38000/B37973.jpg,665
b20629758,http://www.catalog.slsa.sa.gov.au/record=b2062975,http://www.catalog.slsa.sa.gov.au/xrecord=b2062975,"State Library of South Australia, photographer","South Terrace, North Side",1980,photograph,"South Terrace, north side, 1 February 1980. Property lies between Vincent Street and St. John's Lane. South Terrace frontage: 166 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/38000/B37974.jpg,665
b2062976x,http://www.catalog.slsa.sa.gov.au/record=b2062976,http://www.catalog.slsa.sa.gov.au/xrecord=b2062976,"State Library of South Australia, photographer",View across Parklands to South Terrace,1980,photograph,"View across Parklands to section of South Terrace between Vincent Street and St. John's Lane, 1 February 1980. South Terrace frontage is 166 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/38000/B37975.jpg,665
b20629771,http://www.catalog.slsa.sa.gov.au/record=b2062977,http://www.catalog.slsa.sa.gov.au/xrecord=b2062977,"State Library of South Australia, photographer",View across Parklands to South Terrace,1980,photograph,"View across Parklands to section of South Terrace between Vincent Street and St. John's Lane, 1 February 1980. South Terrace frontage: 166 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/38000/B37976.jpg,665
b2062962x,http://www.catalog.slsa.sa.gov.au/record=b2062962,http://www.catalog.slsa.sa.gov.au/xrecord=b2062962,"State Library of South Australia, photographer",South Terrace,1972,Photograph  21.6 cm x 14.5 cm,"South Terrace, north side  19 December 1972. Left side of building abuts St. John's Lane east side. South Terrace frontage is 54-2/3 yards. St. John's Lane frontage is 141-2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/27250/B27163.jpg,664
b20629631,http://www.catalog.slsa.sa.gov.au/record=b2062963,http://www.catalog.slsa.sa.gov.au/xrecord=b2062963,"State Library of South Australia, photographer",South Terrace,1972,Photograph  21.6 cm x 14.5 cm,"South Terrace, north side  19 December 1972. Left side of building abuts St. John's Lane east side. South Terrace frontage is 54-2/3 yards. St. John's Lane frontage is 141-2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/27250/B27164.jpg,664
b20629643,http://www.catalog.slsa.sa.gov.au/record=b2062964,http://www.catalog.slsa.sa.gov.au/xrecord=b2062964,"State Library of South Australia, photographer","South Terrace, North Side",1972,Photographnegative  21.5 cm x 15 cm,"South Terrace, north side, 19 December 1972. Left side of building abuts St.John's Lane east side. South Terrace frontage is 54 2/3 yards. St.John's Lane frontage is 141 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/27250/B27165.jpg,664
b20629655,http://www.catalog.slsa.sa.gov.au/record=b2062965,http://www.catalog.slsa.sa.gov.au/xrecord=b2062965,"State Library of South Australia, photographer","South Terrace, North Side",1972,Photograph  21.2 cm x 15.2 cm,"South Terrace, north side, 19 December 1972. Left side of building abuts St.John's Lane east side. South Terrace frontage: 54 2/3 yards. St.John's Lane frontage: 141 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/27250/B27166.jpg,664
b20629667,http://www.catalog.slsa.sa.gov.au/record=b2062966,http://www.catalog.slsa.sa.gov.au/xrecord=b2062966,"State Library of South Australia, photographer","South Terrace, North side",1972,Photograph negative  20.8 cm x 16.1 cm,"South Terrace, north side, 19 December 1972. Left side of building abuts St.John's Lane east side. South Terrace frontage: 54 2/3 yards. St.John's Lane frontage: 141 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/27250/B27167.jpg,664
b20629679,http://www.catalog.slsa.sa.gov.au/record=b2062967,http://www.catalog.slsa.sa.gov.au/xrecord=b2062967,"State Library of South Australia, photographer","South Terrace, North side",1972,photograph  20.8 cm x 16.1 cm,"South Terrace, north side, 19 December 1972. Left side of building abuts St.John's Lane east side.South Terrace frontage: 54 2/3 yards. St.John's Lane frontage: 141 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/27250/B27168.jpg,664
b20629680,http://www.catalog.slsa.sa.gov.au/record=b2062968,http://www.catalog.slsa.sa.gov.au/xrecord=b2062968,"State Library of South Australia, photographer","South Terrace, North side",1972,Photograph  21.5 cm x 15 cm,"South Terrace, north side, 19 December 1972. Left side of this property abuts St.John's Lane east side where the frontage is 141 2/3 yards. South Terrace frontage: 54 2/3 yards",,http://images.slsa.sa.gov.au/mpcimg/27250/B27169.jpg,664
b20629540,http://www.catalog.slsa.sa.gov.au/record=b2062954,http://www.catalog.slsa.sa.gov.au/xrecord=b2062954,"State Library of South Australia, photographer",South Terrace,1974,Photograph ,"South Terrace, north side  1 February 1974. West side of building abuts St. John's Lane. St. John's Lane frontage is 74 yards, South Terrace frontage is 55 yards",,http://images.slsa.sa.gov.au/mpcimg/28750/B28747.jpg,663
b20629552,http://www.catalog.slsa.sa.gov.au/record=b2062955,http://www.catalog.slsa.sa.gov.au/xrecord=b2062955,"State Library of South Australia, photographer",South Terrace,1974,photograph,"South Terrace, south side  1 February 1974",,http://images.slsa.sa.gov.au/mpcimg/28750/B28748.jpg,663
b20629564,http://www.catalog.slsa.sa.gov.au/record=b2062956,http://www.catalog.slsa.sa.gov.au/xrecord=b2062956,"State Library of South Australia, photographer",South Terrace,1974,Photograph  21.7 cm x 13.3 cm,"South Terrace, north side  1 February, 1974. West side of building abuts St. John's Lane. St. John's Lane frontage is 74 yards. South Terrace frontage is 55 yards",,http://images.slsa.sa.gov.au/mpcimg/28750/B28749.jpg,663
b20629576,http://www.catalog.slsa.sa.gov.au/record=b2062957,http://www.catalog.slsa.sa.gov.au/xrecord=b2062957,"State Library of South Australia, photographer",South Terrace,1974,Photograph  21.7 cm x 13.3 cm,"South Terrace, north side  1 February 1974",,http://images.slsa.sa.gov.au/mpcimg/28750/B28750.jpg,663
b20629588,http://www.catalog.slsa.sa.gov.au/record=b2062958,http://www.catalog.slsa.sa.gov.au/xrecord=b2062958,"State Library of South Australia, photographer",South Terrace,1974,Photograph  21.7 cm x 13.3 cm,"South Terrace, north side  1 February 1974",,http://images.slsa.sa.gov.au/mpcimg/29000/B28751.jpg,663
b2062959x,http://www.catalog.slsa.sa.gov.au/record=b2062959,http://www.catalog.slsa.sa.gov.au/xrecord=b2062959,"State Library of South Australia, photographer",South Terrace,1974,Photograph  21.7 cm x 13.3 cm,"South Terrace, north side  1 February 1974",,http://images.slsa.sa.gov.au/mpcimg/29000/B28752.jpg,663
b20629606,http://www.catalog.slsa.sa.gov.au/record=b2062960,http://www.catalog.slsa.sa.gov.au/xrecord=b2062960,"State Library of South Australia, photographer",South Terrace,1974,Photograph  21.7 cm x 13.3 cm,"South Terrace, north side  1 February 1974",,http://images.slsa.sa.gov.au/mpcimg/29000/B28753.jpg,663
b20629503,http://www.catalog.slsa.sa.gov.au/record=b2062950,http://www.catalog.slsa.sa.gov.au/xrecord=b2062950,"State Library of South Australia, photographer",North West corner of East Terrace and South Terrace,1982,Photograph,"North West corner of East Terrace and South Terrace, Adelaide, 6 March 1982. East Terrace frontage is 35-1/3 yards, South Terrace frontage is 55-1/3 yards",,http://images.slsa.sa.gov.au/mpcimg/40000/B39985.jpg,662
b20629515,http://www.catalog.slsa.sa.gov.au/record=b2062951,http://www.catalog.slsa.sa.gov.au/xrecord=b2062951,"State Library of South Australia, photographer",East Terrace West Side,1982,Photograph,"East Terrace West Side   16 March, 1982. East Terrace frontage is 35-1/3 yards, South Terrace frontage is 55-1/3 yards",,http://images.slsa.sa.gov.au/mpcimg/40000/B39986.jpg,662
b20629527,http://www.catalog.slsa.sa.gov.au/record=b2062952,http://www.catalog.slsa.sa.gov.au/xrecord=b2062952,"State Library of South Australia, photographer",East Terrace,1982,Photograph,East Terrace west side  16 March 1982,,http://images.slsa.sa.gov.au/mpcimg/40000/B39987.jpg,662
b20629539,http://www.catalog.slsa.sa.gov.au/record=b2062953,http://www.catalog.slsa.sa.gov.au/xrecord=b2062953,"State Library of South Australia, photographer",East Terrace,1982,Photograph,East Terrace west side  16 March 1982,,http://images.slsa.sa.gov.au/mpcimg/40000/B39988.jpg,662
b20629412,http://www.catalog.slsa.sa.gov.au/record=b2062941,http://www.catalog.slsa.sa.gov.au/xrecord=b2062941,"State Library of South Australia, photographer",Gilles Street,1954,Photograph  14.3 cm x 8.3 cm,"Gilles Street, south side: 15 February 1954. Right side of Higgins building is 23-1/2 yards east of Vincent Street. Frontage of Higgins building is 16-3/4 yards",,http://images.slsa.sa.gov.au/mpcimg/13000/B12938.jpg,657
b20629424,http://www.catalog.slsa.sa.gov.au/record=b2062942,http://www.catalog.slsa.sa.gov.au/xrecord=b2062942,"State Library of South Australia, photographer",Vincent Street,1954,Photograph  14.3 cm x 8.3 cm,"Vincent Street, east side  15 February 1954. Left side of cottage without verandah is 50 yards south of Gilles Street. Frontage of cottage without verandah is 11-1/4 yards. This cottage remodelled c. 1954",,http://images.slsa.sa.gov.au/mpcimg/13000/B12945.jpg,657
b20629436,http://www.catalog.slsa.sa.gov.au/record=b2062943,http://www.catalog.slsa.sa.gov.au/xrecord=b2062943,"State Library of South Australia, photographer",Gilles Street,1965,Photograph  21.6 cm x 15.8 cm,"Gilles Street, south side  21 May 1965. Left side as marked is 10 yards east of Vincent Street. Frontage is 47 yards",,http://images.slsa.sa.gov.au/mpcimg/16000/B15941.jpg,657
b20629448,http://www.catalog.slsa.sa.gov.au/record=b2062944,http://www.catalog.slsa.sa.gov.au/xrecord=b2062944,"State Library of South Australia, photographer",Gilles Street,1965,Photograph  21.6 cm x 15.8 cm,"Gilles Street, south side, 21 May 1965. Left side of site is 10 yards each of Vincent Street, frontage is 47 yards",,http://images.slsa.sa.gov.au/mpcimg/16000/B15942.jpg,657
b20629345,http://www.catalog.slsa.sa.gov.au/record=b2062934,http://www.catalog.slsa.sa.gov.au/xrecord=b2062934,"State Library of South Australia, photographer","Gilles Street, South Side",1952,Photograph ,"Gilles Street, south side, 30 December 1952. Left side of stone house is 50 yards west of Vincent Street. Frontage: 9 1/2 yards",,http://images.slsa.sa.gov.au/mpcimg/12750/B12511.jpg,656
b20629357,http://www.catalog.slsa.sa.gov.au/record=b2062935,http://www.catalog.slsa.sa.gov.au/xrecord=b2062935,"State Library of South Australia, photographer",Gilles Street,1978,Photograph  20 cm x 16 cm,"339 Gilles Street, south side. 10 March 1978. Left side of the house is 67-2/3 yards west of Vincent Street. Gilles Street frontage is 9 yards",,http://images.slsa.sa.gov.au/mpcimg/35250/B35221.jpg,656
b20629369,http://www.catalog.slsa.sa.gov.au/record=b2062936,http://www.catalog.slsa.sa.gov.au/xrecord=b2062936,"State Library of South Australia, photographer",Gilles Street,1978,Photograph  20 cm x 16 cm,"339 Gilles Street, south side. 10 March 1978. Left side of the house is 67-2/3 yards west of Vincent Street. Gilles Street frontage is 9 yards",,http://images.slsa.sa.gov.au/mpcimg/35250/B35222.jpg,656
b20629370,http://www.catalog.slsa.sa.gov.au/record=b2062937,http://www.catalog.slsa.sa.gov.au/xrecord=b2062937,"State Library of South Australia, photographer",Vincent Place,1979,photograph,"Vincent Place, south side   28 November 1979. East side of building is 46-2/3 yards west of Vincent Street. Vincent Place frontage is 20 yards",,http://images.slsa.sa.gov.au/mpcimg/38000/B37764.jpg,656
b20629382,http://www.catalog.slsa.sa.gov.au/record=b2062938,http://www.catalog.slsa.sa.gov.au/xrecord=b2062938,"State Library of South Australia, photographer",Vincent Place,1979,photograph,"Vincent Place, south side, 28 November 1979. East side of building is 46-2/3 yards west of Vincent Street. Vincent Place frontage is 20 yards",,http://images.slsa.sa.gov.au/mpcimg/38000/B37765.jpg,656
b20629394,http://www.catalog.slsa.sa.gov.au/record=b2062939,http://www.catalog.slsa.sa.gov.au/xrecord=b2062939,"State Library of South Australia, photographer",Vincent Place,1979,photograph,"Vincent Place, south side, 28 November, 1979. East side of building is 46-2/3 yards west of Vincent Street. Vincent Place frontage is 20 yards",,http://images.slsa.sa.gov.au/mpcimg/38000/B37766.jpg,656
b20629266,http://www.catalog.slsa.sa.gov.au/record=b2062926,http://www.catalog.slsa.sa.gov.au/xrecord=b2062926,"State Library of South Australia, photographer","Gilles Street, South Side",1952,Photograph  14.6 cm x 8.3 cm,"Gilles Street, south side, 30 December 1952. Right side of cottage with furled canvas blinds is 61 3/4 yards east of Hutt Street  frontage: 8 yards",,http://images.slsa.sa.gov.au/mpcimg/12500/B12491.jpg,655
b20629278,http://www.catalog.slsa.sa.gov.au/record=b2062927,http://www.catalog.slsa.sa.gov.au/xrecord=b2062927,"State Library of South Australia, photographer","Hutt Street, East Side",1954,Photograph  14.3 cm x 8.3 cm,"Hutt Street, east side, 18 January 1954. Left side of small gabled building in course of alteration is 41 1/2 yards south of Gilles Street. Frontage: 6 1/2 yards",,http://images.slsa.sa.gov.au/mpcimg/13250/B13111.jpg,655
b2062928x,http://www.catalog.slsa.sa.gov.au/record=b2062928,http://www.catalog.slsa.sa.gov.au/xrecord=b2062928,"State Library of South Australia, photographer","Hutt Street, East Side",1955,Photograph  14.3 cm x 8.3 cm,"Hutt Street, east side, 9 June 1955. Left side of cottage is 32 yards south of Gilles Street  frontage: 10 yards. This cottage was demolished in 1955. For a view of the service station later erected on this site see B13934",,http://images.slsa.sa.gov.au/mpcimg/13250/B13232.jpg,655
b20629291,http://www.catalog.slsa.sa.gov.au/record=b2062929,http://www.catalog.slsa.sa.gov.au/xrecord=b2062929,"State Library of South Australia, photographer","Hutt Street, East Side",1956,Photograph  13.9 cm x 8.6 cm,"Hutt Street, south east corner of Gilles Street, 21 February 1956. Left side of house abuts south side of Gilles Street. Frontage on Hutt Street: 7 3/4 yards. Frontage on Gilles Street: 35 1/2 yards, This building was demolished in 1956  for a view of the service station later erected on this site see B13964",,http://images.slsa.sa.gov.au/mpcimg/13750/B13623.jpg,655
b20629308,http://www.catalog.slsa.sa.gov.au/record=b2062930,http://www.catalog.slsa.sa.gov.au/xrecord=b2062930,"State Library of South Australia, photographer","Hutt Street, East Side",1956,Photograph  13.9 cm x 8.6 cm,"Hutt Street, east side, 21 February 1956. Left side of centre building is 9 yards south of Gilles Street. Frontage: 13 1/4 yards. This building was demolished in 1956, for a view of the service station later erected on this site see B13964",,http://images.slsa.sa.gov.au/mpcimg/13750/B13624.jpg,655
b2062931x,http://www.catalog.slsa.sa.gov.au/record=b2062931,http://www.catalog.slsa.sa.gov.au/xrecord=b2062931,"State Library of South Australia, photographer","Hutt Street, East Side",1957,Photograph  14.1 cm x 8.0 cm,"Hutt Street, east side, 3 October 1957. Left side of service station is 10 1/2 yards south of Gilles Street. Frontage: 24 1/2 yards. Gilles Street frontage: 35 1/2 yards. Total Hutt Street frontage of the allotment is 42 yards. For views of former buildings on this site see B13232, B13623, & B13624",,http://images.slsa.sa.gov.au/mpcimg/14000/B13934.jpg,655
